	17-AAG	AEW541	AZD0530	AZD6244	Erlotinib	Irinotecan	L-685458	LBW242	Lapatinib	Nilotinib	Nutlin-3	PD-0325901	PD-0332991	PF2341066	PHA-665752	PLX4720	Paclitaxel	Panobinostat	RAF265	Sorafenib	TAE684	TKI258	Topotecan	ZD-6474
RL952_ENDOMETRIUM	0.02329641	3.503829479	0.50171876	8.42693841	8.115574905	2.340829611			8.069838066	8.118472541000001	1.712366223	0.002542614		2.433660269			0.002542614	0.027278777	0.12632507099999998		1.076512933	2.430215	9.136782136	6.401427269
RPMI7951_SKIN	0.016853478	8.116827979	1.056271672	0.894238353			3.022179365					0.002542614		2.637480736			0.010150018	0.039084453	1.325925589		2.8550422189999995	8.464872496	0.209040478	4.215224743
RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.649266601	8.59025744	8.32564188		8.316598655	0.02961331	0.406147718	8.327244503	8.235867727	1.715039372	2.408380508		1.112454653	8.55267863	8.310730346	8.49146784	0.002542614	0.01038629	8.686288418	4.3066434860000005	0.940792143	8.884769798999999	0.028740533	2.972978115
RT112_URINARY_TRACT	0.056900103	0.875965834	8.33047445	2.379562378		0.256520659			8.139969116	4.136828899		0.386481941	2.288099527	6.196685314	9.177484114		0.005572324	0.050554391	2.468249798	3.879951239	0.570986688	0.405003846	0.072965458	2.588869095
RT4_URINARY_TRACT	0.028310904		0.28609255	2.9801082610000003	0.168995082	0.39056769			0.08371308400000001			0.232941166					0.004684042	0.046920206				0.700337708	0.632354796	2.25908637
RVH421_SKIN	0.06983216099999999			0.16319724900000002		1.20311749						0.01116796	0.688754082			0.365521431	0.029899554	0.068295315	2.051723242			0.100828029	2.3327958580000003	
SAOS2_BONE	0.182458758	1.134354234	9.013291185			0.139295295	8.396923159		8.7797635	8.747486905				4.238084316		6.694163799	0.011374536	0.076715246	0.105911754	8.103832678	8.426284299	8.652555357999999	0.191424832	2.180192947
SBC5_LUNG	0.139704272	9.255597329		1.961591363		0.211055785			8.360128823	8.635073277		0.247146919	1.105331659	1.421183348	1.64845717		0.011645077	0.021984635	8.617544419	3.811826944	1.47885406	8.084578471	0.214593932	8.258785322
SCABER_URINARY_TRACT	0.086353771	8.021984984	0.8519776459999999	8.972889218999999	0.403848857	0.229704767		0.373026192	1.038746715	8.065310905		7.320364952		2.947669744		7.950903416		0.022428373	0.480014205		0.864010334	2.051167488	0.7093216179999999	0.977032363
SCC25_UPPER_AERODIGESTIVE_TRACT	0.115102671		2.103100061	1.651095033				8.002005839	0.910302222			8.94147069	0.782006025	7.923928738		7.549185753	0.003618645		1.044005156		5.9533519739999985	8.510710323	0.4495652020000001	3.283144474
SCC9_UPPER_AERODIGESTIVE_TRACT	0.046472292000000005	2.656579256	0.626673281	0.223480344	0.934977889			8.625325367	8.656470017			0.016822303					0.002542614	0.002542614	0.715568304			8.665765123	8.503413882	4.90201664
SF126_CENTRAL_NERVOUS_SYSTEM	1.208774686	8.179425441	3.558599472			0.121297576		2.377548933	6.425824642	2.548211575		8.98370368	8.461459439	7.557165146		4.047815323	0.073836654	0.092185132	8.610100031	5.087030411000001	3.614470243	3.878820181	0.061014742	
SF295_CENTRAL_NERVOUS_SYSTEM	0.168494225	8.7180599	9.041300834			0.18973963			8.18345881				8.276249773	3.636106253	2.685572386		0.049037684000000005	0.097008534	2.732515097	8.013196391000001	6.436020851	8.726335593	0.325784832	
SH10TC_STOMACH	0.406413794	3.722835302				1.920479417			8.585089612	8.980959486						7.944036961	0.02353929	0.088182151	8.744041089		4.9397778510000006	1.434281826	9.036710731	
SHP77_LUNG	0.261356413					1.616379976											0.234951496	0.141201377					6.627541542	
SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.16050905	0.226280317		0.007301298		0.074155539			8.720544094	8.070861379	1.3589727880000002		0.258846432	3.501132965		0.018369524	0.002542614	0.009746331	0.122788765	7.310781956		1.20888555	0.029763097	
SIMA_AUTONOMIC_GANGLIA	1.253249645	0.196079984		0.002542614		0.038873076						8.185358675		0.002542614				0.05906622900000001	3.375017643		0.408506453		0.036264744	
SJRH30_SOFT_TISSUE	0.745164156	6.815563202000001					7.136035442000001		8.690779079	8.292710095				3.2734491830000003			0.004391638	0.026645171	2.2712321280000003	7.550191879	1.152840614		0.106218778	3.5263817310000003
SJSA1_BONE	0.236706719	8.22028189							1.034476042		7.477576256	0.025817581000000003		4.256304264			0.009850824	0.14805004	1.51390636				0.110912576	
SKBR3_BREAST	0.002542614	8.079965246			1.055330515	0.065722138			0.075882129	8.348594511							0.010640944	0.028720556	8.306926671	8.042423912		9.041872023	0.047137417	8.945122947
SKCO1_LARGE_INTESTINE	0.048333567	1.383304238	1.539928675	0.5890502329999999	2.241742849							0.050274629		4.108197212			0.002802407	0.108896591	8.544470857		0.457819819	2.9559531210000003	0.05429418	2.131875038
SKES1_BONE	0.458095729	0.730307877			2.406007528	0.029050726	5.328923225		8.114975729	2.293938637	8.798883315		6.36880064	3.223680258	3.841619492	2.51946187		0.017546544	0.069707863	7.291844368	0.66368866	8.05112258	0.042663824	8.335569888
SKHEP1_LIVER	0.19891876	9.100974178		8.14342681	8.758600302	0.300845325	8.149872393999999			9.326036056		0.002542614	0.515595198	8.250660941		9.074443248	0.038306262	0.038754594	0.072573088			1.58017385	1.601349235	
SKLMS1_SOFT_TISSUE	0.32198289	9.011777868			3.562900066			4.723208427	8.669377927000001			8.61385737		8.4061881		4.492761135	0.037059501	0.056298949			8.543347894	1.534598231	0.134993702	8.359482609
SKLU1_LUNG	0.022776809	8.71225117	0.7675541640000001	2.163509369	8.557869574	0.16440092					2.544478416	0.329457819	8.531789674			2.917989492	0.020814819	0.14147768900000002	0.189123616		2.030894518	1.247886539	0.280655682	2.137103796
SKMEL2_SKIN	0.080269165			1.319559216		0.88060081		0.884757459				0.129746348					0.020730669	0.028049726	0.8683565259999999					
SKMEL24_SKIN	0.17884044300000002	8.607817433		0.6827971340000001		0.14978371599999998		6.859709262999999	8.306881082	8.29878325		0.015250055		3.445289135	8.070814571	8.857362357000001	0.042267546	0.104561843	0.303963453		8.768262932999999	8.643986197	0.323444217	3.23431325
SKMEL30_SKIN	0.106271856	8.949413274		0.061942652		1.232602835				8.79499711		0.010457134		8.126336676000001			0.010130499	0.115859821	0.7303434609999999	7.465999602999999		8.791491096	1.244336247	
SKMEL31_SKIN	0.148360804	7.404676437000001		1.532272696		3.0493774410000003	7.084671497		8.423722603	8.057313138		0.042243443		7.008276463	3.9356668	2.632866383	0.024401404	0.059874427	0.5474840999999999		5.580551147	8.385790957000001	1.620742679	7.761087418
SKMEL5_SKIN	0.033377439	9.162397517	5.167908192	0.074887127	4.322117329	0.229101315		8.325256745	6.6185030939999985	5.784722327999999	8.60159825	0.011963045		6.746832371		0.212985426	0.024308879	0.027420441	0.296922684	7.1073546410000015	8.393246969	8.258216738	0.353330821	8.197829497
SKMES1_LUNG	0.021727188	2.085588217	1.589475632		1.085312366			9.15925858	1.548179388			0.298549563		8.21994599		8.269816846	0.021067705	0.066680953			7.391059398999999	1.100068569	0.06851898099999999	5.732225418
SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.096447602	8.797330528	8.235575287	0.003183726	1.351873875	5.007088184	8.630634861	2.658014297	1.2403965	4.0232501030000005		0.046726715	2.620040178	4.127548695	5.240545273	8.024418625	0.004783915	0.08143726700000001	0.063422173	4.3316783910000005	4.481600761	2.900056124	2.742583036	2.540916681
SKNAS_AUTONOMIC_GANGLIA	0.294434249	1.478189945	1.063935399	0.129300579			2.963494062					0.036439128	1.106391788	2.417956114			0.002542614	0.016087676999999998		6.264867306	3.562440395	8.772015683	0.209045544	2.535838127
SKNBE2_AUTONOMIC_GANGLIA	0.5460957879999999	0.254474223	0.5996068720000001	0.715409517		0.14536839699999998	4.999328613					0.118057013					0.006816553	0.022893731			0.81881994		0.04013025	
SKNDZ_AUTONOMIC_GANGLIA	0.526291549	1.019748926	8.025906853				7.740493298	3.474084854	8.408488578				2.727723837	2.569749594			0.002542614	0.011176208	8.34945341		1.7506947519999998	6.078809261	0.094071969	3.378911257
SKNFI_AUTONOMIC_GANGLIA	0.942697227											0.327668309					5.011042595	0.010508648999999998						
SKNSH_AUTONOMIC_GANGLIA	0.25051105	8.507404412	0.3626967370000001	8.527484133	2.5662565230000003		9.201056804			8.483698153999999	8.966199827999999	0.033668216	1.2453209159999998	2.062292099		8.027166279	0.034470201	0.007625075	8.396658964	3.0388238430000003	0.405084074	2.3577785490000003	0.192807063	2.592872858
SKOV3_OVARY	0.085083596	1.032599807	0.922942817			0.225491673		0.40484944	0.252784073								0.027344441	0.106457472	0.133482993			1.219752908	0.440617949	2.185088873
SNGM_ENDOMETRIUM	0.245337933	8.03661028	8.486290833		8.721974131	1.139923573	4.509459019		8.61040593	8.513591655	6.202361584	8.324727999	8.319401739	8.204803226000001		7.974878788	0.020825231	0.131589517	0.509527683	3.344414473	5.566115379	8.740675726000001	1.79431355	
SNU1_STOMACH	0.043934189000000005	8.365987813	3.900854826	0.038207211			7.589862823		2.923507452	2.826813221	2.801952839	0.028104199	8.293143769	3.245627165			0.0050992220000000005	0.06940587599999999	1.446323514	3.151108027	2.045048475	9.072244867	0.113027915	
SNU16_STOMACH	0.014007776	8.848773449					3.440112114		7.262514591					8.081859907				0.034352779	0.773437798		0.8504549259999999	0.338448852	0.215166837	
SNU182_LIVER	0.97193408	8.754134842000001	6.8663630489999985	1.772217393								0.135899186	8.164375021				0.052304633	0.111504428	8.278601958		2.052229166		8.059601673	2.41625452
SNU387_LIVER	0.29217872	2.691519499										1.032537103					0.002542614	0.117372595			8.549709406			
SNU398_LIVER	0.497993797		8.723953265	8.515384785								0.002542614		4.62282896			0.006730711	0.048162121	8.740382508				0.679302037	
SNU423_LIVER	0.794813752	8.136314303999999										3.953911781	2.014854193				0.03212693	0.206276789	8.373536077				2.465247154	
SNU449_LIVER	1.673974752	8.63533903	8.134364564	2.253533125	1.045074344	0.737502277			8.885575308	8.227484421	2.683288097	9.074303906		6.587816715			2.421851397	0.187597528	8.307951204	2.90982914	3.1344506739999995	9.398948772999999	1.27958262	2.420187235
SNU475_LIVER																	0.002542614	0.133476004						
SNUC2A_LARGE_INTESTINE	0.119735748	0.044244211	2.203264475		0.186988384							0.002542614					0.033058468	0.084755264			0.968007445		0.725033224	1.485982656
SQ1_LUNG	0.108540684	1.780188441	2.502472639		8.595465466		0.237670004	0.200777888	8.554424443			1.610978842				9.080502413	0.010066535	0.047205288			8.877389082	1.156191945		3.21973753
SU8686_PANCREAS	0.187899411	3.026990652		1.660895109	8.917250367000001							0.290863723						0.109103173	1.39274025				0.53511852	2.662279367
SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.223236114					0.232215434	7.432800293										0.003461878	0.015086569	4.799948215				0.093501627	7.774739742
SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.225681767	8.666097019	0.5402139429999999		1.091618776	0.044858735	8.596588163		8.633841916	8.652793069	1.551200271		0.387049794	4.93377924	3.407557487		0.004564515	0.006653976	6.391615391	5.239301205	8.554376365	4.503038406	0.055791553	4.126657963
SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE						0.107598037												0.006960301	2.785659552			4.123881817	0.103490032	
SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.072837174					0.027663484	8.092928537999999		8.016220157000001	8.288375457			0.475030184	1.596907616	8.083123837999999	0.605098248	0.002542614	0.011707561000000002	1.894678116		1.919525266	3.4346880910000004	0.02421177	8.621202379
SUIT2_PANCREAS	0.586290956	8.295434025	8.788603556	0.276105106	6.745168209	0.112911522			8.495548722999999			0.002542614	4.7831593	8.0	7.965821742999999		0.039788041	0.143412173	1.223981857	7.970982075	9.370333466	2.9406686	0.051743205999999986	
SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.09751115			8.076359556		0.027814711	6.5548615460000015	0.12139719			7.770914555	0.284211665	8.123743062	1.791296005		7.452515602		0.014445604			0.09077923	2.746963024	0.074750766	
SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.382690609														8.430596652		0.002542614	0.092303783					0.060565225999999986	
SW1088_CENTRAL_NERVOUS_SYSTEM	0.038097113	8.80037537							8.020390033			8.035635305	1.371440887			3.647395372		0.15476124	0.594611883		1.184045434			1.191177249
SW1271_LUNG	0.239901453	8.345316455	8.312214567	0.437268376	0.133498222	0.190618917		2.087402344		8.082780261		0.055275537	8.952316378999999	8.400247992		8.309041548	0.00869495	0.076574966	3.219387293		1.278945923		0.07400006099999999	3.872830153
SW1353_BONE	0.110867716	2.144674063	8.592127735			0.523224413			8.298324195		1.156922936			8.091984361			0.012006343	0.062363144	0.08577284199999999		8.759789663	3.087762117	8.480915365	2.352776527
SW1417_LARGE_INTESTINE	0.066786624	8.22976246		0.01245673								0.033015259	0.158645242			8.309701412999999	0.027966568	0.052839573					0.183161706	
SW1573_LUNG	0.16574540699999998	4.177634716		1.679233551	1.578596115		3.619015217		0.159284785			0.028925991		2.916736364		2.584011555	0.009652582	0.091038942			4.43158102	8.98460407	0.047013212	8.237232763
SW1990_PANCREAS	0.046923675	1.224042416	2.830564022	5.135966301	8.541175532				3.700218201	8.252157907	8.203058728	0.063187137	5.7788825039999985	4.663060665		2.676204681	0.041163512	0.076299876	2.248495579		1.222394228	2.614963293	0.016428709	1.886348486
SW403_LARGE_INTESTINE	0.047540449000000005	8.534822067	0.6972706909999999	0.012638541	0.816393495	0.06461209799999999						0.017833482					0.003060008	0.022093499	2.592694044		0.818802238		0.049707215	1.196867704
SW48_LARGE_INTESTINE	0.015682427	0.303744704	0.178927898	0.002542614	0.002542614	0.06925339999999999	8.087195358999999		0.002542614			0.014210275		8.121792309			0.002592657	0.02633743	1.630343795		0.391217083	8.767755394	0.067254588	
SW480_LARGE_INTESTINE	0.087802775	8.637307752		0.237659663		0.298416197			8.219619415			0.002542614	1.235561371	8.04322693			0.010175461	0.043272883	8.514180646	8.402410752	1.501548529	3.057372332	0.135510325	
SW579_THYROID	0.095205031	8.00802075	8.135232989			0.159304485			8.065442431000001	0.844504833		9.325484447000001	1.303247333	3.402526379			0.017293759	0.050632805	0.74532342	0.309933871	8.984827519	3.170974255	0.280558735	2.68892312
SW620_LARGE_INTESTINE	0.038064361	0.7366662620000001		0.002542614		0.076197945				2.8076686860000004		0.002542614	2.933603525	2.923780203			0.002542614	0.030339314	3.210813999		0.8130279779999999	2.798259735	0.073559597	2.181292295
SW780_URINARY_TRACT	0.041886806	8.562757215	3.234086275	8.243863593	1.767854452	0.487069249		1.733869791	8.10353659		2.701273203	0.160302624	0.832434297	7.964995861			0.02869698	0.095887177	9.118242197		1.7430292369999998	2.0788362030000003	8.158415137999999	2.567686796
SW900_LUNG	0.285464168	8.343230145															0.010703176000000002	0.961156249	8.684808579				1.922961116	
T24_URINARY_TRACT	0.159281328	8.260909067	1.632467866	0.027460065	3.92647624	0.064182319	8.814962268		8.256046581	8.331194948		0.062413141		4.0547184939999985		2.636778355	0.036396265	0.052025639000000005	0.140099153	7.1395320889999985	8.55144663	1.7875911	0.154185861	1.797903299
T3M10_LUNG	0.045473676	8.772243103		8.078740562	8.610752295	0.869627059		1.835214615	3.119650126			0.078056574					0.072129786	0.050711576	1.80899775			8.009489782000001	2.2587888240000003	8.170833447
T47D_BREAST	1.037528276	0.002542614	4.739023685				8.013437756		0.429147363	8.230148804					0.002682441			0.060682308	8.245346178		9.464862726		0.138072416	1.723767161
T84_LARGE_INTESTINE																	0.06753663	0.08819314800000001						
T98G_CENTRAL_NERVOUS_SYSTEM	0.146042958	8.284810992	3.535266638			0.770077407				8.589080799				7.756624699		8.01395347	0.002542614	0.151441231	0.956895292	8.52354058	2.438054562	8.085909141	8.097893127999999	8.544363229
TC71_BONE	1.173110366	8.059950367				0.181038246								8.195037649			0.004733951	0.047022343	9.262372762		7.916784286	6.078289509	0.174214929	
TCCSUP_URINARY_TRACT	0.041227795	8.852999213	2.769994974			0.595391452				8.058427547		8.246816515	2.075614214	7.120627402999999		8.12995573		0.053042468	8.868867713		4.383178711	8.664263364	0.683040738	
TE1_OESOPHAGUS	0.068732113	8.706130679	6.227421761		8.792121557				8.879128393			0.002542614		5.048603058			0.011530357	0.027359011000000003			8.138754206	1.989309311	1.097641587	8.679343856000001
TE11_OESOPHAGUS	0.15447855	8.148948049	0.980407357		0.8701717259999999				0.461431116			8.480976372		7.6066417689999986				0.150509655			2.986466169	1.182499886	0.077180989	
TE15_OESOPHAGUS	0.04338365	8.498532727999999	1.5747724769999998		0.412335545				0.707083583			0.002542614					0.010010515	0.032992437				8.022949471	0.340736717	0.959973454
TE5_OESOPHAGUS	0.330358058		2.733612061	1.3342950340000002	1.534486651				1.643375516			0.115808681					0.009768344	0.135350585				8.754782973	0.156928584	2.418410063
TE617T_SOFT_TISSUE	0.040166762		0.337273419	0.397453219	1.359577656	0.078450225			0.225932196	2.187348843	2.0809836390000003	0.899469912	0.376659095	1.482220769	3.451572895		0.003469334	0.020208323	1.716200709	5.474927425	1.346003532	8.017382425	0.08294660599999999	1.019670606
TE9_OESOPHAGUS	0.084427357	4.585026264	8.205579858		1.980753779	0.20539172			8.881306257	4.781723022		0.050337654		2.74007678			0.002542614	0.072127827	0.960413575	7.49842453	2.282842875	2.639436007	0.19814904	2.39794445
TEN_ENDOMETRIUM	0.465444475		0.725003898			2.229187727		0.17090345899999998									0.022663632000000003	0.121011496	1.558937311		8.739326506		8.610100512999999	
TOLEDO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1.679776788	9.488897428											8.699465141000001				0.14015139599999998	0.032205295					0.062218741	2.5323448180000003
TOV112D_OVARY	0.305045217	8.739221952000001	0.09762267		8.39237468	0.122068763			8.070217591	8.79866809		8.804137285	2.028833151	2.169084311			0.002542614	0.05821462	8.636620012	8.179209829	1.49516201	4.188645363	0.199764788	8.427151217999999
TOV21G_OVARY	0.018373549	8.86239176	0.7473827	7.731427192999999	8.539506363	0.441372186	8.412065184	0.981452763	8.484685441		8.46376327	2.954659224	9.532913315	3.545762539	7.904887199	3.139323235	0.01063237	0.04107976	0.098503537	8.044984465	2.150446415	1.816827416	0.265128046	2.234888315
TT2609C02_THYROID	0.066065766	1.498872995		0.073574282	2.478951454	0.08537858	2.116278887		4.600250244	4.49600029		0.002542614	0.7288863659999999				0.011632246	0.01835713	0.126574844		5.117928505	1.222125769	0.159106359	
TYKNU_OVARY	0.07676356299999999	3.469487667	7.428279877	0.399597466		0.0842833		8.032002073	4.0347218510000005	2.592992067		0.158783853	8.454580861	8.442826855		8.105310151		0.02973764	0.184060916	8.046138967000001	1.960717797	8.617137188	0.105915308	7.270079136
U118MG_CENTRAL_NERVOUS_SYSTEM	0.118210398	2.98043251				0.189986438							0.523249328	7.0115947720000005			0.011908124	0.061329026	0.530091286		8.35836576	6.945857000000001	0.240771577	
U2OS_BONE	0.107041113	8.763500865	0.7669100759999999		8.832890524	0.591140866	1.068851709		0.190182284	8.163844693	5.466268539	8.523538533	3.618546963	5.499295712			0.031713322	0.035369799	0.973751724	7.162780285	3.1617150310000004	3.098286629	1.209095597	4.034433365
U87MG_CENTRAL_NERVOUS_SYSTEM	0.088260479					0.467784196			4.425104618		8.298537454	4.8807230000000015	2.010424137	0.614230752			0.002542614	0.048362881	1.0015730859999998		8.254788847999999	8.294508259	1.771135211	
U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	0.131447598	8.778918681		2.234367371	2.030527592	0.072069719			8.15445946	8.519376698		0.134510711	0.84439683	1.6746521	8.316470464		0.007595447	0.017317664	0.111117207		1.524176836	8.23193413	0.478434086	
UACC257_SKIN	0.091536902	1.912467599		0.146748021			3.750896215					0.012512778				0.637085676		0.0731446	1.555260897		1.500853896	8.098783279	0.998226106	6.386548042
UACC62_SKIN	0.055714209	9.09718337		0.024995618	8.614220499				1.865711331			0.002542614		0.011233918999999998		0.175636262	0.018216051	0.030998169	0.859439135		3.268721819	8.713498682	0.304899395	
UACC812_BREAST	0.192266747	5.9632244000000005	8.25090714			8.880951292999999						0.015660835						0.090869009			1.384894013			
UMUC3_URINARY_TRACT	0.288144439		2.127776861	0.918555737		0.611697555						0.13301196699999998	8.355530982000001				0.007703873000000002	0.07650701	1.041128755				0.657978356	2.760929108
VMRCLCD_LUNG	0.152867243	0.644882143	1.064626813															0.004094853					2.238215446	2.230219126
VMRCRCW_KIDNEY	6.185892582	0.7851106520000001	8.420669397000001		4.227674007	0.329608202		5.300477028	8.518869297	8.114268689				2.604290247	1.917450428			0.007699396		7.867411137	3.970807314		8.028828612	1.626955271
VMRCRCZ_KIDNEY	0.064701825	4.239361763	0.101575986		2.178513288	0.903909326			2.745982885					4.386900902			0.08903899	0.056588728	8.358953642000001		2.475645542	5.042555809	1.407683015	2.840467691
WM115_SKIN	0.039512355			0.167395651	2.255732775			8.557801893999999				0.002542614				1.0702046159999998	0.032111879	0.151389435				2.788204908	0.856925011	
WM1799_SKIN	0.044556081	8.938737298		0.140531823	8.494191199	0.568404555			8.265155134	8.387841087	2.341730356	0.002542614	0.1766956	7.071075439	3.401581526	0.697920561	0.008638385	0.131118864	0.07516177		0.831913769	8.212402042	0.907169163	
WM2664_SKIN	0.024863278	2.653434992		0.129444852							2.103209972	0.01843877		2.499312162		1.277853489	0.010119976	0.031319737	1.028844476		3.546302795	2.274867773	0.13162528	8.12863156
WM793_SKIN	0.067191079	3.408036947		0.255530983		0.053156927	9.310123995		2.951394558	8.837140243	7.604922771	0.023960993	1.034532189	5.809203625		0.734471619	0.033615757	0.08907605	0.482985526		8.867720032000001	2.058662176	0.130086839	8.211950985
WM88_SKIN	0.037107021	2.58831358		0.050861735		0.284335524	8.55566994		0.2028853	8.779281271	1.99368012	0.002542614	1.58281076	5.152126789		0.16897951100000005	0.005297495	0.082581587	0.23612763	2.934004784	0.858956993	8.810172689	1.388610125	
WM983B_SKIN	0.041969128	8.514573047999999	1.095963001	0.0945023			7.834203242999999	3.516779661	8.411429514	8.05186593		0.004887855	0.21258013	8.652264631	8.129403743	0.473212808	0.007726429	0.049179211	0.260754406	7.042369843	0.156724989			2.634596109
YKG1_CENTRAL_NERVOUS_SYSTEM	0.194671407	8.231404249	0.163291186			1.489710212	1.216462493			8.412155083		8.913640972	7.391107082	2.7977552410000004			0.011588358	0.065307125			8.01757528	8.634971646	8.709628229	
ZR751_BREAST				8.176895437999999			8.884562715										0.006129042	0.052490581				2.212920189		
ZR7530_BREAST	0.069838338					8.936686007			0.196926519								0.013243685	0.036143012	8.98625651					
